locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM
b2819,recD,recD;hopE,exodeoxyribonuclease V subunit RecD,"Replication, recombination and repair","RpoD,LexA",P04993,2950635,2952461,-,False,False,False,False,True,True,False,False,False,,,False,True,4.911782183,4.635072386,0.4901133119399994,False
b2820,recB,recB;ior;rorA,exodeoxyribonuclease V subunit RecB,"Replication, recombination and repair","RpoD,LexA",P08394,2952461,2956003,-,False,False,False,False,True,True,False,False,False,,,False,True,5.5235719615,5.068813174,0.4861260653213997,False
b2821,ptrA,ptrA;ptr,protease 3,"Post-translational modification, protein turnover,and chaperones","RpoD,LexA,Nac",P05458,2955996,2958884,-,False,False,False,False,True,True,False,False,True,27.5,143.0,True,True,5.0645490945,5.167573699,0.3582188466179794,False
b2822,recC,recC,exodeoxyribonuclease V subunit RecC,"Replication, recombination and repair","RpoD,YidZ,FliA,FlhDC",P07648,2959060,2962428,-,False,False,False,False,True,True,False,False,False,1.0,,True,True,5.1569332365,5.1259791130000005,0.301834335222,False
b2823,ppdC,ppdC;ygdA,putative YgdA,Cell motility,"FliA,FlhDC,Nac",P08372,2962441,2962764,-,False,False,False,False,True,True,False,True,False,,,False,True,4.042861218,3.962274649,0.4636584143015995,False
b2824,ygdB,ygdB,DUF2509 domain-containing protein YgdB,Function unknown,"YddM,FliA,FlhDC,Nac",P08370,2962749,2963156,-,False,False,False,False,True,True,False,True,False,,,False,True,2.9352836545,3.2187696160000003,0.4635835222451998,False
b2825,ppdB,ppdB;ygdC,conserved protein PpdB,"Intracellular trafficking, secretion, and vesicular transport","FliA,FlhDC",P08371,2963153,2963716,-,False,False,False,False,True,True,False,True,False,,,False,True,2.639906801,2.788784074,0.4703786783472003,False
b2826,ppdA,ppdA,conserved protein PpdA,Cell motility,"FliA,FlhDC",P33554,2963707,2964177,-,False,False,False,False,True,True,False,True,False,,,False,True,1.324769897,2.001801912,0.6141897663971998,False
b2827,thyA,thyA,thymidylate synthase,Nucleotide transport and metabolism,RpoD,P0A884,2964361,2965155,-,False,False,True,True,True,True,False,False,True,287.5,598.0,True,True,7.640350377499999,7.279522635444037,0.3362050871266705,False
b2828,lgt,lgt;umpA,phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,Cell wall/membrane/envelope biogenesis,RpoD,P60955,2965162,2966037,-,True,False,False,True,True,True,False,False,True,3.0,177.0,True,True,6.8128976895,6.733501221,0.3436685095283996,False
b2829,ptsP,ptsP;ygdF;ygdO,phosphoenolpyruvate-protein phosphotransferase PtsP,Signal transduction mechanisms,,P37177,2966188,2968434,-,False,False,False,False,True,True,False,False,True,50.0,232.0,True,True,7.1158435765,7.054731483704352,0.3197639991125555,True
b2830,rppH,rppH;nudH;ygdP,RNA pyrophosphohydrolase,"Replication, recombination and repair",,P0A776,2968447,2968977,-,False,False,False,False,True,True,False,False,False,,,False,True,8.198568628499999,8.301691928,0.3237416273390646,True
b4610,ygdT,,hypothetical protein,No COG annotation,,UPI00000D0EED,2969330,2969476,-,False,False,False,False,False,False,False,True,False,,,False,True,1.9248736935,2.048879464,0.8641258932179997,True
b2831,mutH,mutH;mutR;prv,DNA mismatch repair protein MutH,"Replication, recombination and repair",,P06722,2969662,2970351,+,False,False,False,False,True,True,False,False,False,,,False,True,4.701616704,4.819444198999999,0.5945294140295986,False
b2832,ygdQ,ygdQ,UPF0053 inner membrane protein YgdQ,Inorganic ion transport and metabolism,"mgrR,ppGpp",P67127,2970420,2971133,+,False,False,False,False,True,True,False,True,False,,,False,True,5.456448558,5.531763064,0.5280002816885992,False
b2833,ygdR,ygdR,DUF903 domain-containing lipoprotein YgdR,Function unknown,Nac,P65294,2971271,2971489,+,False,False,False,False,True,True,False,True,False,9.0,,True,True,6.2414273915,7.69304139,1.1071345435362845,True
b2834,tas,tas;ygdS,putative NADP(H)-dependent aldo-keto reductase Tas,Energy production and conversion,ppGpp,P0A9T4,2971597,2972637,+,False,False,False,False,True,True,False,True,True,182.5,343.0,True,True,7.9300780815,7.432354317503196,0.5612965916034172,False
b2835,lplT,lplT;ygeD,lysophospholipid transporter,Amino acid transport and metabolism,,P39196,2972669,2973862,-,False,False,True,True,True,True,False,False,False,,,False,True,4.620067881,4.455750649,0.4251460082604009,False
b2836,aas,aas,acyltransferase,Lipid transport and metabolism,,P31119,2973855,2976014,-,False,True,True,True,True,True,False,False,True,7.0,119.0,True,True,5.596639288,5.354184774674658,0.2868862510073529,False
b2837,galR,galR,DNA-binding transcriptional dual regulator GalR,Transcription,"RpoD,GalS,GalR",P03024,2976599,2977630,+,False,False,False,False,True,True,False,False,True,,216.0,True,True,5.2865404065,5.474139152,0.4923861396284325,True
b2838,lysA,lysA,diaminopimelate decarboxylase,Amino acid transport and metabolism,"RpoD,LysR,ArgP,Nac",P00861,2977637,2978899,-,False,False,True,True,True,True,False,False,True,530.5,448.0,True,True,6.079208256,6.235309993495709,0.7881885585923382,True
b2839,lysR,lysR,DNA-binding transcriptional dual regulator LysR,Transcription,"RpoD,LysR,Nac",P03030,2979021,2979956,+,False,False,False,False,True,True,False,False,False,,,False,True,4.2561924685,3.72111382,0.4017475987518006,False
b2840,ygeA,ygeA,amino acid racemase,Cell wall/membrane/envelope biogenesis,"RpoD,AraC,ppGpp,Crp",P03813,2979943,2980635,-,False,False,False,False,True,True,False,False,False,7.5,,True,True,5.74467201,5.786327862,0.593037909534,False
b2841,araE,araE,arabinose:H(+) symporter,Amino acid transport and metabolism,"RpoD,AraC,Crp,Nac",P0AE24,2980764,2982182,-,False,False,True,True,True,True,False,False,False,,,False,True,3.61539904,3.785826488,0.4986007432644,True
b2842,kduD,kduD;ygeC;yqeD,putative 2-keto-3-deoxy-D-gluconate dehydrogenase,Lipid transport and metabolism,,P37769,2982497,2983258,-,False,False,True,False,True,True,False,False,False,,,False,True,2.7426920335,3.611358722,0.5309468557847998,True
b2843,kduI,kduI;yqeE,5-dehydro-4-deoxy-D-glucuronate isomerase,Carbohydrate transport and metabolism,Nac,Q46938,2983288,2984124,-,False,False,True,False,True,True,False,False,False,,,False,True,1.9320837465,2.925550285,0.7860977642027996,True
b2844,yqeF,yqeF,putative acyltransferase,Lipid transport and metabolism,"YidZ,ppGpp,Crp,Lrp",Q46939,2984411,2985592,-,False,False,False,False,True,True,False,False,False,43.5,,True,True,5.9109890295,5.273522579,1.6356375747179996,True
b2845,yqeG,yqeG,putative transporter YqeG,Amino acid transport and metabolism,"ppGpp,Lrp",P63340,2985847,2987076,+,False,False,False,False,False,True,False,True,False,0.0,,True,True,2.622133617,2.409524567,0.6399319159464002,True
b2846,yqeH,yqeH,putative LuxR family transcriptional regulator YqeH,Transcription,"ppGpp,Nac",Q46941,2987536,2988168,+,False,False,False,False,False,True,False,True,False,,,False,True,1.7116523570000002,2.330253037982396,0.8070512165949,False
b2847,yqeI,yqeI,putative transcriptional regulator YqeI,Transcription,,Q46942,2988502,2989311,+,False,False,False,False,False,True,False,True,False,,,False,True,2.8130015740000003,2.8346897710000003,0.6671390847047864,True
b2848,yqeJ,yqeJ,protein YqeJ,No COG annotation,Nac,Q46943,2989304,2989786,+,False,False,False,False,False,True,False,True,False,,,False,True,1.8297467655,1.732598163,0.9056220302765996,True
b4683,yqeL,yqeL,uncharacterized protein YqeL,No COG annotation,,C1P613,2989819,2989899,-,False,False,False,False,False,True,False,True,False,,,False,False,0.0,0.0,0.0,False
b2849,yqeK,yqeK,protein YqeK,No COG annotation,,P77136,2989935,2990360,-,False,False,False,False,False,True,False,True,False,,,False,True,0.5720129690127381,0.6220236310939035,0.7237811491754148,True
b2850,ygeF,ygeF,protein YgeF,No COG annotation,"YeiE,gcvB",,2990554,2991043,+,False,False,False,False,False,True,True,False,False,,,False,True,0.8816936645,0.338032853,0.5011675078578,True
b2851,ygeG,ygeG,TPR repeat-containing putative chaperone YgeG,Function unknown,"gcvB,Nac",Q46787,2991268,2991759,+,False,False,False,False,False,True,False,True,False,,,False,True,0.879171258,0.5381264029999999,0.5660561848116,True
b2852,ygeH,ygeH,putative transcriptional regulator YgeH,Transcription,"RpoD,YdcR,CysB",P76639,2992094,2993470,+,False,False,False,False,False,True,False,True,False,,,False,True,0.9264273565,0.726775153,0.4482285068436,True
b2853,ygeI,ygeI,protein YgeI,No COG annotation,gcvB,Q46789,2993638,2993856,+,False,False,False,False,False,True,False,True,False,,,False,True,0.4091679425,1.845819768,0.9669761651087998,False
b2854,pbl,pbl,transglycosylase domain-containing protein Pbl,Cell wall/membrane/envelope biogenesis,,,2993939,2994441,+,False,False,False,False,False,True,True,False,False,,,False,False,0.2911550867661719,0.4664477783027229,0.6638390522438209,False
b2855,ygeK,,putative DNA-binding transcriptional regulator YgeK,Transcription,,,2994460,2994903,-,False,False,False,False,False,False,False,True,False,,,False,True,0.23051687688904,1.072129737563818,0.7206789298615934,True
b2856,ygeL,ygeK;ygeL,protein YgeL,Transcription,,,2994937,2995092,-,False,False,False,False,False,True,True,False,False,,,False,True,0.0,0.0,0.0,True
b2858,ygeN,ygeN;ygeM,putative type III secretion system protein,No COG annotation,gcvB,,2995314,2996020,-,False,False,False,False,False,True,True,False,False,,,False,True,1.721447627,1.080073744,0.7719944887073998,True
b2859,ygeO,ygeO,putative uncharacterized protein YgeO,No COG annotation,,,2995962,2996360,-,False,False,False,False,False,True,True,False,False,,,False,True,2.007035708,2.381922249,0.6896034163032003,False
b2860,insD-4,insD4,IS2 insertion element protein InsB,"Replication, recombination and repair",,P0CF53,2996372,2997277,-,False,False,False,False,False,True,False,False,False,,,False,True,5.5191579595,5.203915401000001,0.6050207868179995,True
b2861,insC-4,insC4,IS2 insertion element repressor InsA,"Replication, recombination and repair",,P0CF40,2997235,2997600,-,False,False,False,False,False,True,False,False,False,,,False,True,5.9962349725,6.197030407000001,0.586174604240402,True
b2862,ygeP,,protein YgeP,Carbohydrate transport and metabolism,,,2997689,2997988,-,False,False,False,False,False,False,False,True,False,,,False,True,2.5982436155000004,3.954490048,0.7405419584807998,False
b2863,ygeQ,ygeQ,protein YgeQ,Carbohydrate transport and metabolism,,UPI0000683E8A,2998034,2998828,-,False,False,False,False,False,True,True,False,False,,,False,True,3.6488841365,3.4850223,0.6522060915132001,False
b2865,ygeR,ygeR,LysM domain-containing putative peptidase lipoprotein YgeR,Cell wall/membrane/envelope biogenesis,,Q46798,2999136,2999891,-,False,False,False,False,False,True,False,True,False,2.0,,True,True,6.001462946,6.2587004770000005,0.4598274811661987,False
b2866,xdhA,xdhA;ygeS,putative xanthine dehydrogenase molybdenum-binding subunit XdhA,Nucleotide transport and metabolism,"RpoN,Fnr,Nac",Q46799,3000345,3002603,+,False,False,True,True,False,True,False,True,False,,,False,True,2.6729120645,2.608624547,0.829415425817489,True
b2867,xdhB,xdhB;ygeT,putative xanthine dehydrogenase FAD-binding subunit XdhB,Nucleotide transport and metabolism,"RpoN,Fnr",Q46800,3002614,3003492,+,False,False,True,True,False,True,False,True,False,,,False,True,2.4989758105,2.442480257,0.8167330927224,True
b2868,xdhC,xdhC;ygeU,putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC,Nucleotide transport and metabolism,"RpoN,Fnr,ppGpp",Q46801,3003489,3003968,+,False,False,True,True,False,True,False,True,False,,,False,True,2.694452011,2.613795031,0.8636578838411999,False
b2869,ygeV,ygeV,putative sigma(54)-dependent transcriptional regulator YgeV,Transcription,,Q46802,3004008,3005786,-,False,False,False,False,False,True,False,True,False,1.0,,True,True,2.945590933,3.3894527410000004,1.1296629165190022,True
b2870,ygeW,ygeW,putative carbamoyltransferase YgeW,Nucleotide transport and metabolism,Crp,Q46803,3006262,3007452,+,False,False,False,False,False,True,False,True,False,,,False,True,0.735988041,0.7649338640000001,0.4907334405246001,True
b2871,ygeX,ygeX,2%2C3-diaminopropionate ammonia-lyase,Amino acid transport and metabolism,,P66899,3007510,3008706,+,False,False,True,True,False,True,False,False,False,,,False,True,1.14647115,1.115035088,0.4933602370745998,True
b2872,ygeY,ygeY,putative peptidase YgeY,Amino acid transport and metabolism,,P65807,3008764,3009975,+,False,False,False,False,False,True,False,True,False,,,False,True,2.1626828125,2.1029162830000003,0.5160817018014006,True
b2873,hyuA,hyuA;ygeZ,phenylhydantoinase,Nucleotide transport and metabolism,,Q46806,3010028,3011413,+,False,False,True,False,False,True,False,False,False,,,False,True,1.6292809625,1.4493486804928164,0.4063630518904494,True
b2874,yqeA,yqeA,putative amino acid kinase YqeA,Amino acid transport and metabolism,YidZ,Q46807,3011461,3012393,+,False,False,False,True,False,True,False,True,False,,,False,True,3.4205517265000003,3.496421044,0.4433195142923821,False
b2875,yqeB,yqeB,XdhC-CoxI family protein YqeB,"Post-translational modification, protein turnover,and chaperones",Nac,Q46808,3012614,3014239,-,False,False,False,False,False,True,False,True,False,,,False,True,2.2992716725,2.603376248,0.6822059062058278,True
b2876,yqeC,yqeC,uncharacterized protein YqeC,Cell wall/membrane/envelope biogenesis,,Q46809,3014287,3015057,-,False,False,False,False,False,True,False,True,False,,,False,True,1.648721114,1.677850034,1.003149510195,True
b2877,mocA,mocA;ygfJ,molybdenum cofactor cytidylyltransferase,Function unknown,,Q46810,3015160,3015738,+,False,False,True,True,False,True,False,False,False,,,False,True,3.2706476220000003,3.560413389,1.204243615817115,True
b2878,ygfK,ygfK,putative oxidoreductase%2C Fe-S subunit,Energy production and conversion,RpoN,Q46811,3016060,3019158,+,False,False,False,False,False,True,False,True,False,,,False,True,1.3474031155,1.174737131,0.3687106494876,True
b2879,ssnA,ssnA;ygfL,putative aminohydrolase,Nucleotide transport and metabolism,"RpoD,RpoN",Q46812,3019161,3020489,+,False,False,False,False,False,True,False,True,False,,,False,True,1.177379016,1.009263894,0.4161844459038,True
b2880,ygfM,ygfM,putative oxidoreductase,Energy production and conversion,,P64557,3020540,3021319,+,False,False,False,False,False,True,False,True,False,,,False,True,2.138795609,1.735515993,0.4931278662113998,True
b2881,xdhD,xdhD;ygfN,fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit,Nucleotide transport and metabolism,,Q46814,3021316,3024186,+,False,False,False,False,False,True,False,True,False,,,False,True,2.3764491750000003,2.5708638263555166,0.4332908858103109,True
b2882,xanQ,xanQ;ygfO,xanthine:H(+) symporter XanQ,Nucleotide transport and metabolism,,P67444,3024351,3025751,+,False,False,True,True,False,True,False,False,False,,,False,True,1.805590917,1.811560358,0.6069739106844004,False
b2883,guaD,guaD;ygfP,guanine deaminase,Nucleotide transport and metabolism,,P76641,3025766,3027085,+,False,False,True,True,False,True,False,False,False,,,False,True,4.11096489,3.546750668043642,0.557349532369423,True
b4464,ghxQ,ghxQ;ygfQ;ygfR,guanine/hypoxanthine transporter GhxQ,Function unknown,,Q46817,3027121,3028488,+,False,False,True,False,False,True,False,False,False,,,False,True,2.98101433,3.0463836410000003,0.5068560928326006,True
b2886,ygfS,ygfS,putative oxidoreductase%2C 4Fe-4S ferredoxin-type subunit,Energy production and conversion,,Q46819,3028524,3029012,-,False,False,False,False,False,True,False,True,False,,,False,True,2.5433165155,2.208450305,0.5854039576559998,False
b2887,ygfT,ygfT,fused putative oxidoreductase%2C Fe-S subunit and nucleotide-binding subunit,Energy production and conversion,,Q46820,3029012,3030931,-,False,False,False,False,False,True,False,True,False,,,False,True,1.6292546795,1.7651161169999998,0.4975541136354383,True
b2888,uacT,uacT;ygfU,urate:H(+) symporter,Nucleotide transport and metabolism,,Q46821,3031367,3032815,+,False,False,True,False,False,True,False,False,False,,,False,True,0.542456541,0.4828415820000001,0.3734447810603998,True
b4684,yqfG,yqfG,uncharacterized protein YqfG,No COG annotation,,C1P614,3032817,3032942,+,False,False,False,False,False,True,False,True,False,,,False,False,1.398050273,0.6496297560000001,0.9631410762456,False
b4753,yqfH,,protein YqfH,No COG annotation,,UPI000E466557,3032939,3033010,-,False,False,False,False,False,False,False,False,False,,,False,False,2.5776580462416323,0.0,0.0,False
b2889,idi,idi;ygfV,isopentenyl-diphosphate Delta-isomerase,Lipid transport and metabolism,,Q46822,3033065,3033613,+,False,False,True,True,False,True,False,False,False,28.0,,True,True,5.664513824,5.208208938502958,1.0423578197611143,True
b2890,lysS,lysS;asuD;herC,lysine--tRNA ligase%2C constitutive,"Translation, ribosomal structure and biogenesis","YddM,ppGpp",P0A8N3,3033657,3035174,-,False,True,False,True,True,True,False,False,True,1974.5,2564.0,True,True,9.290608865,8.840410824410785,0.4438866654815977,False
b2891,prfB,prfB;supK,peptide chain release factor RF2,"Translation, ribosomal structure and biogenesis","RpoE,ppGpp",P07012,3035184,3036206,-,False,True,False,True,False,True,False,False,True,1338.5,2018.0,True,True,9.3370507325,8.861635455531902,0.4775585187249473,False
b2892,recJ,recJ,ssDNA-specific exonuclease RecJ,"Replication, recombination and repair","RpoD,RpoE,RpoH",P21893,3036373,3038106,-,False,False,False,False,True,True,False,False,False,,,False,True,6.6232346235,6.2765827320000005,0.3676978365017991,False
b2893,dsbC,dsbC;xprA,protein disulfide isomerase DsbC,"Post-translational modification, protein turnover,and chaperones","RpoD,YdcN,RpoE,RpoH,CpxR",P0AEG6,3038112,3038822,-,False,False,True,True,True,True,False,False,True,490.0,638.0,True,True,7.100195736,7.160593774,0.3943656429131982,False
b2894,xerD,xerD;xprB,site-specific recombinase,"Replication, recombination and repair","RpoD,RpoH",P0A8P8,3038847,3039743,-,False,False,False,False,True,True,False,False,False,5.5,,True,True,6.0135906215,6.260671372000001,0.3786749120154008,False
